artist_id,name,country,genres,tags,popularity_score,follower_count,active_since
A0028,Zachary Hicks,US,Latin,"post-rock,road-trip,60s,cover,energetic",0.14979535,1000,1975
A0029,Anthony Rodriguez,DE,"Reggae,Latin,Ambient","70s,choir,fast,female-vocal,folk-rock",0.17160182,5000,2003
A0030,Rebecca Henderson,FR,"Electronic,Folk,Blues","noise,latin,80s,mainstream,2010s",0.013005485,2000,1992
A0031,James Ferrell,AR,Folk,"guitar,rainy-day,groove,chill",0.022445984,1000,1989
A0032,Tricia Valencia,US,"Ambient,Jazz","modern,funk",0.26024333,1000,1960
A0033,Nathan Maldonado,UK,"Electronic,Ambient,Hip-Hop","trap,guitar,heartbreak",0.4204055,10000,2003
A0034,Debra Davidson,UK,"Latin,Metal,Rock","80s,instrumental,energetic",0.060840987,8000,1982
A0035,Jeffrey Chavez,US,"R&B,Indie","love,winter,drums,study,piano",0.66569746,2000,2007
A0036,Sherri Baker,US,"Reggae,R&B,Ambient","vocals,psychedelic",0.43692517,1000,1967
A0037,Cassandra Gaines,UK,Country,"70s,male-vocal,spoken-word,folk-rock,night",0.2885669,5000,1978
A0038,Elizabeth Fowler,US,"Blues,Jazz","modern,drums,fast,choir,soul",0.44802693,1000,1963
A0039,Brittany Farmer,DE,"Ambient,Reggae,Blues","bass,british,morning,upbeat,dance",0.45608202,2000,1977
A0040,Paula Moreno,UK,"Reggae,Electronic","british,solo",0.022337796,1000,2018
A0041,Fred Smith,BR,"Folk,R&B","synth,night,winter,live,drone",0.023349214,4000,1990
A0042,Sherry Decker,FR,Blues,"neo-soul,acoustic,drone,solo,cover",0.061933853,11000,1987
A0043,Anthony Humphrey,US,"Classical,Latin,Blues","female-vocal,post-rock,classic,male-vocal",0.42170635,1000,1977
A0044,Angelica Tucker,BR,Jazz,"60s,chill,lo-fi,neo-soul",0.14395271,12000,1976
A0045,Philip Cannon,BR,"Blues,Metal,Country","love,experimental,guitar",0.055566363,4000,2002
A0046,John Pierce,UK,"Classical,R&B","2010s,electric,vocals",0.10872376,1000,2022
A0047,Shane Henderson,US,"Electronic,Jazz","guitar,party,slow,experimental",0.25631383,1000,2007
A0048,Joshua Blair,DE,"Electronic,Country","fast,synth,noise,upbeat",0.32330665,2000,2006
A0049,Eric Carney,US,Jazz,"chill,studio,modern,rainy-day,female-vocal",0.11630624,1000,1989
A0050,Jessica Holmes,US,Ambient,"psychedelic,winter,noise",0.29979604,1000,1966
A0051,Danny Morgan,US,"Electronic,Classical,Reggae","upbeat,classic,live",0.31654078,10000,2005
A0052,Crystal Robinson,JP,Reggae,"male-vocal,slow",0.53769135,1000,2010
A0053,Mark Perez,DE,"Reggae,Rock,Metal","trap,workout",0.24095972,1000,1992
A0054,Shannon Jones,FR,"Folk,Country,Pop","dance,experimental,groove",0.8161625,1000,1965
A0055,Michael Lewis,JP,Reggae,"techno,vocals,trap",0.16994384,3000,2004
A0056,Timothy Duncan,UK,"Metal,Country,R&B","group,2020s,80s",0.10390266,1000,2018
A0057,Richard Aguirre,CA,"Jazz,Reggae,Blues","acoustic,lo-fi",0.3855564,1000,1974
A0058,Brent Jordan,US,"Folk,Indie,Reggae","classic,winter",0.5154047,1000,1970
A0059,John Daniel,US,"Ambient,Country,Folk","slow,studio,modern",0.049942415,2000,2006
A0060,Victoria Garcia,DE,"Classical,Reggae,Metal","latin,melancholic",0.10106628,1000,1980
A0061,Gerald Hensley,UK,Jazz,"american,slow,instrumental,female-vocal,morning",0.25633138,22000,2005
A0062,Connor West,CA,"Classical,Pop,Country","80s,trap,chill",0.4136695,1000,2004
A0063,Donald Wright,JP,Classical,"a-cappella,chill,latin",0.0612029,1000,1976
A0064,Jessica Callahan,AU,"Hip-Hop,Blues","post-rock,african",0.22064282,1000,1962
A0065,Amber Kidd,CA,"Reggae,Classical","guitar,slow,female-vocal,psychedelic",0.53655714,14000,1995
A0066,Tracy House,CA,"Electronic,Country,Metal","instrumental,2000s,choir,upbeat",0.2764045,2000,1985
A0067,Carol Tucker,US,"Metal,Latin","70s,live",0.17838459,2000,2013
A0068,James Brown,US,"Latin,Reggae,Classical","2020s,road-trip",0.5895715,2000,1982
A0069,William Baker,UK,"Jazz,Latin,Metal","2000s,progressive,instrumental,spoken-word",0.34128997,8000,1975
A0070,Jordan Henderson,US,"Reggae,Latin,Hip-Hop","bass,a-cappella,cover,summer",0.39761794,13000,2014
A0071,Whitney Peters,UK,Reggae,"folk-rock,mainstream,studio",0.5133405,1000,2006
A0072,Brittney Phillips,SE,"Indie,Rock","piano,guitar,group",0.3188427,1000,1998
A0073,Lauren Daniels,US,"Electronic,Classical","choir,heartbreak,acoustic,drums",0.17716782,3000,2020
A0074,Amy Silva,US,"Folk,Indie,Jazz","british,neo-soul,2010s",0.328104,1000,2009
A0075,Sarah Moore,US,"Ambient,Rock,Pop","70s,2010s,trance,lo-fi",0.26759198,1000,2014
A0076,Angela Lopez,US,"Pop,Indie,Electronic","noise,studio",0.11265456,36000,2010
A0077,Megan Young,DE,Country,"melancholic,piano",0.6888073,1372000,1985
A0078,Steve Sanchez,CA,"Reggae,Hip-Hop,Latin","british,2010s,modern,spoken-word",0.3149943,1000,1963
A0079,Lisa Barnes,JP,"Classical,Indie","folk-rock,love,british,progressive,bass",0.40913764,2000,1998
A0080,Kelly Donovan,DE,"Reggae,Classical","night,male-vocal,american,cover",0.33289436,1000,2008
A0081,Mike Allen,UK,Indie,"a-cappella,group,mainstream,african",0.042233553,1000,2022
A0082,Michael Evans,BR,"Metal,Hip-Hop","solo,2020s,heartbreak,90s,60s",0.29627892,114000,2002
A0083,Paul Jones,US,Indie,"lo-fi,energetic,studio",0.114059,1000,1995
A0084,Zachary Ferrell,US,"Blues,Latin,Classical","a-cappella,underground,remix",0.07996515,1000,1996
A0085,Daniel Baker,US,Rock,"guitar,dance,art-rock,electric,workout",0.21123187,1000,1967
A0086,Shirley Suarez,FR,"Metal,Country","folk-rock,electric,underground,ambient",0.1843508,1000,1960
A0087,Christopher Bass,UK,"Latin,Rock,Metal","vocals,electric,ambient,dance",0.54686105,7000,1962
A0088,Lisa Archer,US,"Ambient,Electronic,Blues","vocals,group,american",0.14795358,2000,2017
A0089,Aimee Montoya,CA,"Country,Rock","instrumental,folk-rock,70s,funk",0.11630071,1000,2009
A0090,Matthew Mcmillan,US,Metal,"study,remix,underground",0.13927959,2000,1976
A0091,Brian Rodriguez,DE,"Indie,Country","chill,2010s",0.37324393,2000,1986
A0092,Denise Jacobs,UK,"Country,Jazz,Latin","melancholic,energetic",0.04434797,1000,1990
A0093,Christina Walters,UK,Country,"70s,male-vocal",0.3439215,1000,1975
A0094,John Whitehead,US,Metal,"choir,drill,energetic,noise,african",0.22849302,7000,1986
A0095,Anna Henderson,AU,Electronic,"party,summer,2010s,experimental",0.33509377,3000,1981
A0096,Aaron Wise,UK,"Metal,Ambient","soul,60s,studio",0.19164784,1000,2003
A0097,Deborah Figueroa,US,"Metal,Electronic,Rock","studio,upbeat,dance,noise,solo",0.33686605,1000,2007
A0098,Jessica Smith,US,"Country,Pop","piano,noise,latin,dance,trance",0.33732966,4000,1966
A0099,Stephen Mckee,AR,"Hip-Hop,Metal","summer,classic,spoken-word",0.10769412,1000,1989
A0100,Sandra Aguilar,NG,"Indie,Electronic,Folk","trance,funk,classic,heartbreak",0.035519425,1000,2022
A0101,Cameron Parker,DE,Folk,"latin,american",0.32118365,6000,2014
A0102,Rebecca Valencia,US,Hip-Hop,"acoustic,mainstream",0.2668865,1000,2010
A0103,Christine Wright,AR,"R&B,Pop","house,british,winter,a-cappella,spoken-word",0.22156692,2000,2006
A0104,Richard Henson,JP,Ambient,"2020s,slow,trance,british",0.4009454,12000,1960
A0105,Marc Moore,FR,"Hip-Hop,Classical,Latin","spoken-word,party,study,acoustic",0.06057107,1000,2021
A0106,Sharon Cherry,UK,"Ambient,Country","morning,workout,vocals",0.24925679,1000,2006
A0107,Sierra Johnson,US,"Electronic,Latin,Jazz","female-vocal,piano,slow,cover,road-trip",0.0444222,25000,2015
A0108,Evelyn Galvan,US,"Rock,Pop,Classical","latin,psychedelic,workout,winter,piano",0.024365453,1000,2017
A0109,Sharon Cochran,NG,Latin,"cover,noise,dance,mainstream,european",0.26354775,1000,1976
A0110,Richard Rodriguez,UK,"Indie,Metal,Pop","party,mainstream,winter,study",0.15899652,2000,1960
A0111,Shannon Walker,US,"Indie,Hip-Hop","spoken-word,drone",0.5078188,24000,2001
A0112,Julia Torres,US,Jazz,"road-trip,fast,upbeat",0.09887047,2000,1988
A0113,Crystal Johnson,CA,Rock,"synth,art-rock,piano,mainstream,study",0.28075415,3000,1961
A0114,Garrett Lin,US,"Classical,Pop","morning,90s,mainstream,underground,2020s",0.3430224,1000,1977
A0115,Diana May,SE,"Ambient,Folk,Country","african,piano,bass",0.093886584,3000,2022
A0116,William Herrera,JP,Reggae,"drill,duo,drone,soul,drums",0.2808653,1000,1982
A0117,Ashley Waller,FR,Folk,"solo,groove",0.14119211,1000,1976
A0118,Victor Baker,UK,"Hip-Hop,Jazz,Metal","live,2020s,piano,winter,instrumental",0.2570197,2000,2001
A0119,Jeffrey Chandler,AU,Blues,"african,summer,post-rock",0.19547169,1000,2001
A0120,Larry Dixon,AU,"Latin,R&B","latin,vocals,solo",0.10575695,1000,1980
A0121,Kenneth Scott,DE,"Classical,Indie","fast,energetic",0.14328815,1000,2013
A0122,April Frost,US,Ambient,"workout,live,energetic,road-trip",0.1543224,1000,1996
A0123,Michelle Harmon,UK,"Reggae,Latin,Electronic","acoustic,techno,slow,60s,cover",0.120345995,2000,1970
A0124,Helen Jones,US,"Hip-Hop,Indie,Folk","solo,ambient,energetic",0.21189283,1000,1980
A0125,Erin Edwards,UK,Blues,"lo-fi,art-rock",0.17769293,1000,2013
A0126,Michelle Evans,US,Jazz,"dance,neo-soul,melancholic,modern",0.11603909,1000,1965
A0127,Jason Powell,US,Hip-Hop,"mainstream,spoken-word,70s,latin",0.20470613,2000,1960
A0128,Cameron Fisher,US,"Jazz,Classical,Country","upbeat,european,house,slow,trap",0.16533132,1000,2001
A0129,Megan Orr,AU,"Blues,Country","vocals,guitar,classic",0.13410479,1000,1987
A0130,Elizabeth Kelley,US,"Electronic,Metal,Rock","chill,90s,american,british",0.13532317,2000,1975
A0131,Dustin Jordan,KR,Classical,"neo-soul,winter,progressive,trap",0.10829235,2000,1989
A0132,Mary Marshall,AU,Electronic,"rainy-day,ambient,art-rock,2000s",0.5424332,2000,1971
A0133,Daniel Kennedy,US,"Blues,Rock,Classical","study,70s,drone,piano,soul",0.366198,1000,1983
A0134,Rebecca Jackson,AU,"Blues,Country,Rock","synth,dance,latin",0.47048312,2000,1974
A0135,Jose Schultz,US,"Rock,Ambient","group,ambient,drums",0.43920675,4000,1996
A0136,Robert Potter,MX,"Classical,Country,Hip-Hop","a-cappella,remix,80s",0.17494489,1000,2002
A0137,Courtney Gonzalez,UK,"Latin,Country,Metal","2010s,2020s",0.22681375,1000,2017
A0138,David Alvarez,JP,Country,"group,noise",0.02064958,3000,1964
A0139,Angel Perry,US,"Indie,Reggae,Metal","african,modern,upbeat,female-vocal",0.26082706,1000,1980
A0140,Cheyenne Horton,UK,"Indie,Folk","energetic,a-cappella,summer,underground",0.20793013,1000,1976
A0141,David Douglas Jr.,UK,Folk,"morning,experimental,road-trip",0.027956933,1000,1996
A0142,Patricia Rodriguez,KR,"Rock,Folk,Classical","2010s,trance,underground,funk,solo",0.16544794,14000,1993
A0143,Christopher Rubio,CA,"Electronic,Latin","neo-soul,synth,art-rock,ambient,experimental",0.60327995,1000,2015
A0144,Amber Wright,UK,"Indie,Latin,Jazz","bass,fast",0.0872432,1000,2017
A0145,Joyce Solis,US,"R&B,Blues,Jazz","group,soul,african,rainy-day",0.4121595,1000,2008
A0146,Victoria Larson,US,"Ambient,Folk","rainy-day,neo-soul,ambient",0.09624884,1000,1972
A0147,Stephanie Salazar,CA,"Classical,Jazz,Rock","2010s,groove,techno,a-cappella,solo",0.54310113,1000,1962
A0148,Kathy Rivas,UK,"Country,Pop","trance,lo-fi",0.15772268,7000,2016
A0149,Stephanie Manning,US,Reggae,"modern,european,studio,bass,70s",0.13130803,1000,2019
A0150,David Wright,BR,"Hip-Hop,R&B,Metal","90s,electric,a-cappella",0.6534675,2000,1975
A0151,Pamela Boyd,NO,Blues,"energetic,trap,bass,instrumental",0.116971634,1000,1962
A0152,Denise Jones,US,"Pop,Blues","post-rock,african,duo,guitar",0.22806916,1000,2002
A0153,Devon Flores,CA,"Hip-Hop,Reggae","group,night,male-vocal,bass,90s",0.42243436,3000,1997
A0154,Brenda Hall,US,"Reggae,Classical","soul,melancholic",0.048063286,1000,2015
A0155,Michelle Brown,DE,Folk,"neo-soul,melancholic",0.020821534,2000,1996
A0156,Joshua Perry,US,Metal,"mainstream,night",0.22251666,2000,2007
A0157,Jason Stein,DE,Blues,"soul,african,2020s,choir,dance",0.16318128,4000,2009
A0158,Melissa Gates,FR,Ambient,"fast,latin,love,upbeat,group",0.116555735,2000,1960
A0159,Jamie Smith,JP,"Ambient,Latin,Country","progressive,vocals,classic,heartbreak",0.3236363,1000,1969
A0160,Paul Castaneda,US,"Blues,Latin","psychedelic,lo-fi",0.42625567,1000,2009
A0161,Jennifer Adkins,NG,"Pop,Hip-Hop","soul,road-trip",0.23668206,1000,1971
A0162,Lindsey Walker,US,"R&B,Jazz,Country","drill,modern,road-trip",0.37655228,3000,1972
A0163,Jeffrey Johnson,US,"Blues,Rock","upbeat,modern,electric,instrumental,duo",0.26274914,1000,2007
A0164,Michael Powell,CA,R&B,"2010s,synth",0.18752563,1000,1972
A0165,John Anderson,UK,"Folk,Reggae","underground,90s",0.16381729,1000,1969
A0166,Alyssa Long,BR,"R&B,Country","mainstream,2000s,experimental,acoustic",0.25625503,2000,1960
A0167,Alyssa Day,BR,Country,"european,neo-soul,dance,experimental",0.23379588,4000,1989
A0168,Joel Williams,US,Metal,"fast,a-cappella",0.35710442,1000,2000
A0169,Daniel Murphy,MX,Blues,"post-rock,drill,trance",0.049844716,2000,2006
A0170,Jamie Walton,US,Folk,"slow,folk-rock,2000s",0.18610875,1000,2017
A0171,Darlene Miller,CA,"Rock,Jazz,Pop","modern,dance,summer",0.07209804,4000,2001
A0172,Joshua Cooke,US,"Ambient,Latin,Indie","instrumental,classic,choir,morning",0.07384657,14000,2007
A0173,Matthew Harrington,KR,"Latin,Electronic","fast,morning,studio,female-vocal",0.34653166,4000,1973
A0174,Nicole Herring,US,"Classical,Folk","70s,folk-rock,group",0.28433865,1000,1981
A0175,Alex Hernandez,US,Pop,"latin,study,90s,psychedelic,modern",0.20645809,1000,1979
A0176,Michael Elliott,UK,R&B,"dance,guitar,piano,party,acoustic",0.009786569,1000,1964
A0177,Michael Wang,IT,"Metal,Jazz,Electronic","bass,60s,techno,male-vocal",0.016760232,23000,2021
A0178,Lawrence Adkins,NO,"Folk,Classical","post-rock,melancholic,upbeat,vocals,winter",0.19547588,1000,1975
A0179,Robert Oconnell,FR,"Electronic,Reggae","road-trip,dance",0.19026935,1000,1988
A0180,Alexander Collins,NO,Country,"spoken-word,heartbreak,funk",0.2683839,2000,1982
A0181,Tina Sanders,NO,"Blues,Jazz","duo,workout,american",0.10133657,1000,1962
A0182,Angela Vaughn,CA,"Pop,R&B","90s,heartbreak,fast",0.04497831,4000,2016
A0183,Ashley Barton,US,Reggae,"choir,modern,noise,male-vocal,guitar",0.28557447,6000,1973
A0184,Lindsay Martinez,JP,"Classical,Folk,Pop","70s,underground",0.19030884,3000,1966
A0185,Dr. Hannah Patterson,DE,"Rock,Country,Ambient","remix,instrumental",0.6997841,1000,1981
A0186,Jonathan Peterson,UK,"Metal,Ambient,Classical","summer,rainy-day,neo-soul,a-cappella,african",0.5517998,3000,1969
A0187,Samantha Garcia,US,"Hip-Hop,Folk,Jazz","progressive,neo-soul,noise,instrumental,2000s",0.2607239,11000,2022
A0188,Madison Poole,FR,"Reggae,Indie,Folk","upbeat,male-vocal,groove",0.09529978,1000,1971
A0189,Jessica Gross,US,"Indie,Blues","bass,british",0.3584616,1000,1979
A0190,Debra Morton,KR,"Latin,Metal,Reggae","bass,study",0.26073757,1000,1977
A0191,Karen Graham,US,Hip-Hop,"group,live,2020s",0.08928507,11000,1961
A0192,Debra Christian,US,Electronic,"techno,80s,instrumental,winter,funk",0.48266602,1000,1960
A0193,Angelica Keith,BR,"Hip-Hop,Ambient","road-trip,female-vocal",0.033208597,1000,1992
A0194,John Bishop,US,"Country,Pop,Folk","dance,energetic,90s,80s,group",0.48622432,2000,1974
A0195,Allen Rosales,US,"Electronic,Rock,Jazz","mainstream,classic",0.17562017,1000,1965
A0196,Daniel Salinas,AU,"Indie,Jazz,Latin","noise,american,love,slow",0.07630936,1000,1978
A0197,Spencer Haynes,NO,"Hip-Hop,Folk,Classical","remix,electric,soul,80s",0.12613061,1000,1977
A0198,Adam Vaughan,US,"Ambient,Reggae","psychedelic,lo-fi",0.2836395,3000,1986
A0199,Nathan Freeman,US,"Latin,Metal","female-vocal,choir",0.35859376,1000,2022
A0200,Melissa Brewer,JP,"Blues,Ambient","2010s,upbeat,underground",0.38701975,2000,1979
A0201,Ricky Davis II,AR,Jazz,"techno,live,cover",0.19628416,2000,2004
A0202,Elizabeth Perkins,CA,"Folk,Reggae","group,cover,experimental",0.13740847,20000,2008
A0203,Joseph Coleman,US,R&B,"remix,underground,techno",0.21594727,1000,1963
A0204,Erin Warner,US,"Pop,Indie,Latin","drums,2010s",0.036908202,1000,1991
A0205,David Martinez,US,"Reggae,Folk,Indie","bass,american,90s,progressive",0.3142471,3000,1988
A0206,Bryan Herrera,US,"Country,Jazz","spoken-word,british,mainstream,melancholic",0.08675095,23000,1991
A0207,Cathy Robinson,DE,"Metal,Reggae","british,rainy-day,latin",0.10058174,1000,1970
A0208,Dr. William Warren,US,"Jazz,Rock","winter,2000s,morning",0.5175635,4000,1989
A0209,Brian Lee,CA,"Latin,Indie","duo,chill,choir,2020s,rainy-day",0.17027557,3000,1967
A0210,Christopher Smith,DE,"Rock,Blues","dance,energetic,soul",0.18715583,1000,2019
A0211,Denise Mccann,AU,"Blues,Indie","party,remix,spoken-word",0.09255783,1000,1996
A0212,Melissa Martinez,US,Rock,"classic,piano,bass",0.10045879,1000,1962
A0213,Katherine Salas,BR,"Hip-Hop,Country,Rock","chill,choir,summer,underground,house",0.15936275,6000,1991
A0214,Julie Alexander,FR,Folk,"70s,female-vocal,studio,live,modern",0.16416167,1000,2018
A0215,Anthony Everett,FR,"Reggae,Latin","spoken-word,noise,folk-rock,ambient,piano",0.10896571,4000,2006
A0216,Rodney Morales,US,Latin,"guitar,group,progressive,funk,vocals",0.32844973,1000,1977
A0217,Mark Brown,US,"Classical,Latin","african,drone,european,choir,piano",0.38838637,1000,2016
A0218,Justin Torres,KR,"Reggae,Blues,Electronic","african,latin,summer,choir",0.06250731,1000,1971
A0219,Bailey Duran DDS,UK,Classical,"classic,funk",0.11563834,2000,1975
A0220,Courtney Mills,US,"Folk,Metal","female-vocal,live",0.24981189,3000,1969
A0221,Jeremy Dalton,UK,"Reggae,Hip-Hop","soul,ambient,techno,guitar",0.22344989,3000,2018
A0222,Elizabeth Oliver DDS,DE,Pop,"slow,energetic,summer,ambient,modern",0.26949728,2000,2005
A0223,Theresa Clark,MX,"Pop,Reggae,Hip-Hop","cover,neo-soul,winter",0.30138457,3000,1992
A0224,Matthew Moore,US,Indie,"classic,summer",0.3477847,1000,2002
A0225,Benjamin Smith,KR,"Ambient,Blues","fast,upbeat,american,art-rock,funk",0.21107829,1000,1976
A0226,Kirk Carter,US,Metal,"mainstream,70s,winter",0.007742786,3000,1964
A0227,Michael Warner,CA,"Indie,Classical,Hip-Hop","solo,british,live",0.041246183,16000,2013
A0228,Michael Bradshaw,AU,Latin,"cover,solo,instrumental",0.23696862,1000,2020
A0229,Lori Guerrero,US,"Pop,Folk,Country","2010s,techno,post-rock,funk",0.21903048,1000,1962
A0230,Jessica Stephens,US,"Rock,Folk","british,techno,electric,trance",0.15733302,1000,1963
A0231,Susan Serrano,UK,"Latin,Classical","drums,female-vocal",0.30841783,1000,1995
A0232,Christopher Parker,AR,R&B,"underground,drums",0.09585236,1000,1962
A0233,Laura Roberts,AU,"Pop,Metal,Indie","melancholic,choir,lo-fi,party,ambient",0.08240209,1000,2005
A0234,Michael Lyons,KR,"Latin,Country","fast,2010s",0.29707518,2000,2019
A0235,Kathryn Snyder,BR,Pop,"spoken-word,road-trip,neo-soul,vocals",0.19360466,8000,1977
A0236,Andrew Reynolds,UK,"Indie,Pop,Reggae","electric,trap,folk-rock,solo,mainstream",0.37476856,2000,1978
A0237,David Davis,JP,Classical,"electric,european,experimental,british",0.0918363,3000,2014
A0238,Sara Johnston,US,"Pop,Electronic","lo-fi,african,acoustic,soul",0.25658104,1000,1982
A0239,Yvonne Chambers,US,"Ambient,Metal,Jazz","party,2000s,60s,african,guitar",0.20362027,1000,1975
A0240,Andrew Avila,BR,"Rock,Ambient,Blues","latin,techno,night,progressive",0.21274784,24000,1965
A0241,Matthew Moon,JP,"Hip-Hop,Jazz,Rock","chill,trance",0.074354276,3000,2012
A0242,Kevin Walters,US,"Classical,Ambient","cover,60s,trance,upbeat,house",0.1586975,1000,2018
A0243,Brandon Bailey MD,CA,"Classical,Country,Folk","acoustic,studio",0.15256552,1000,1964
A0244,Shannon Rivera,AU,"Hip-Hop,R&B","80s,groove",0.0834016,2000,2010
A0245,Donna Landry,SE,"Metal,Classical","male-vocal,noise,2000s",0.19916773,180000,1970
A0246,Krista Gibson,AU,Indie,"synth,love,drone",0.078590974,2000,1968
A0247,Frank Cordova,UK,"Classical,Jazz","winter,70s,study,drums,choir",0.37522605,1000,1984
A0248,Jose Travis,UK,"Classical,Indie","neo-soul,morning,remix",0.10358421,1000,1987
A0249,Kimberly Gutierrez,UK,Folk,"guitar,morning,workout,psychedelic,heartbreak",0.21317172,1000,2013
A0250,Isaiah Avila,DE,"R&B,Rock,Pop","solo,classic,art-rock,fast",0.15138976,29000,2004
A0251,Olivia Harris,SE,Metal,"underground,funk",0.025573168,6000,1969
A0252,Tanya Kim,UK,"Electronic,Folk","solo,male-vocal,synth,african,piano",0.43621957,31000,1996
A0253,Barbara Dudley,US,Rock,"duo,cover,group,energetic",0.071006835,1000,2015
A0254,Cynthia Moore,US,"Jazz,Reggae","morning,study",0.18896261,1000,2001
A0255,Kristen Davis,FR,Classical,"90s,remix,solo,groove,synth",0.121915504,4000,1974
A0256,Susan Murray MD,BR,"Country,Electronic,R&B","bass,european",0.42463356,2000,1968
A0257,Kathleen Moran,US,Rock,"group,underground,post-rock",0.22909588,1000,1988
A0258,Denise Davenport,US,"Hip-Hop,Metal","latin,upbeat",0.51267505,8000,1989
A0259,Mrs. Kristen Reyes,AU,"Pop,Country,Ambient","electric,vocals,instrumental,spoken-word,group",0.25746652,1000,1982
A0260,Katie Suarez,US,"Electronic,Hip-Hop,Folk","instrumental,cover,noise,piano",0.2073063,1000,1966
A0261,Desiree Tyler,BR,Folk,"classic,2020s,80s,noise,60s",0.063032165,1000,1967
A0262,Timothy Romero,US,"R&B,Reggae","trap,lo-fi,2020s,progressive",0.48596275,1000,1993
A0263,Diane Evans,US,"Latin,Blues,Classical","trap,60s,guitar,rainy-day,classic",0.079925634,3000,2019
A0264,Yvonne Burns,KR,Pop,"american,upbeat",0.27431768,2000,1997
A0265,Joshua Reed,US,"Hip-Hop,Ambient,Blues","choir,drill,road-trip",0.5756734,2000,1987
A0266,Kimberly Gibson,US,"Jazz,R&B,Latin","a-cappella,night,slow,female-vocal,morning",0.4694591,2000,2018
A0267,Colin Terry,US,"Latin,Rock,R&B","2020s,summer,soul,female-vocal,european",0.28608018,1000,2003
A0268,Cynthia Rowe,US,"Rock,Hip-Hop","duo,progressive,morning,modern,rainy-day",0.22053929,1000,2005
A0269,Patrick Thornton,US,"R&B,Latin,Classical","latin,neo-soul,workout",0.17394885,13000,1996
A0270,Jasmin Alvarado,US,"Folk,Jazz","british,party,night",0.0044146366,1000,2008
A0271,Veronica Simpson,US,"Electronic,Indie","2010s,synth",0.22390993,1000,1991
A0272,Jonathan Lawrence,US,"Pop,Electronic","upbeat,underground,road-trip",0.21374543,3000,1999
A0273,Shelly Alexander,AU,"Blues,Country","american,energetic,80s,studio,heartbreak",0.35158473,1000,1998
A0274,Joyce Bowen,DE,"Country,Rock","2010s,solo,upbeat",0.07843221,1000,2007
A0275,Wayne Morgan,UK,"Hip-Hop,Rock,Electronic","trance,80s,fast,latin",0.32934177,16000,2016
A0276,Marie Christian,US,Blues,"love,dance,road-trip,british",0.22788593,16000,1978
A0277,Shannon James,CA,"Ambient,Blues,Indie","drone,heartbreak",0.18099953,3000,2004
A0278,Nathan Malone,NO,"Jazz,Folk","solo,soul,2010s",0.18727848,2000,1961
A0279,Amanda Jones,SE,Blues,"party,group",0.15959826,1000,1993
